Kaito Ito,kaito_ito@example.com,F,25,1768,50,63,39,49,48
Kaito Ito,kaito_ito@example.com,M,23,1784,64,50,54,62,61
Kaito Ito,kaito_ito@example.com,F,20,2321,38,56,54,56,61
Kaito Ito,kaito_ito@example.com,F,25,3026,54,44,63,53,44
Kaito Ito,kaito_ito@example.com,F,25,3060,43,50,53,42,50
Kaito Ito,kaito_ito@example.com,F,23,3132,48,43,58,51,43
Kaito Ito,kaito_ito@example.com,F,22,3190,60,54,59,62,57
Kaito Ito,kaito_ito@example.com,F,20,3398,49,54,57,58,53
Kaito Ito,kaito_ito@example.com,F,18,3962,58,47,44,43,56
Kaito Ito,kaito_ito@example.com,F,18,4570,60,48,46,45,59
Kaito Ito,kaito_ito@example.com,F,18,4645,44,55,50,60,61
Kaito Ito,kaito_ito@example.com,F,22,4717,52,56,55,60,46
Kaito Ito,kaito_ito@example.com,F,18,5311,47,56,46,43,53
Kaito Ito,kaito_ito@example.com,F,25,5554,62,61,39,63,60
Sakura Tanaka,sakura_tanaka@example.com,F,18,1561,56,52,48,59,64
Sakura Tanaka,sakura_tanaka@example.com,F,23,1611,52,45,50,62,50
Sakura Tanaka,sakura_tanaka@example.com,F,21,1722,53,62,42,50,39
Sakura Tanaka,sakura_tanaka@example.com,M,20,2068,60,60,61,51,58
Sakura Tanaka,sakura_tanaka@example.com,M,19,2586,50,50,62,51,57
Sakura Tanaka,sakura_tanaka@example.com,F,18,2746,47,60,51,62,60
Sakura Tanaka,sakura_tanaka@example.com,M,25,3221,54,56,64,54,61
Sakura Tanaka,sakura_tanaka@example.com,M,19,3300,53,60,51,52,62
Sakura Tanaka,sakura_tanaka@example.com,M,19,3897,63,62,62,64,58
Sakura Tanaka,sakura_tanaka@example.com,M,19,4369,51,58,54,55,51
Sakura Tanaka,sakura_tanaka@example.com,F,21,4437,42,44,37,63,45
Sakura Tanaka,sakura_tanaka@example.com,F,24,4475,57,58,63,42,46
Sakura Tanaka,sakura_tanaka@example.com,F,19,4674,55,63,61,63,61
Sakura Tanaka,sakura_tanaka@example.com,F,24,4853,56,52,40,51,45
Sakura Tanaka,sakura_tanaka@example.com,F,20,4916,58,57,64,55,50
Sakura Tanaka,sakura_tanaka@example.com,F,22,5218,55,43,45,58,63
Sakura Tanaka,sakura_tanaka@example.com,F,19,5505,40,58,58,41,59
Sakura Tanaka,sakura_tanaka@example.com,F,25,5789,38,38,43,46,64
Yuto Shimizu,yuto_shimizu@example.com,F,22,1126,62,51,63,63,64
Yuto Shimizu,yuto_shimizu@example.com,F,18,1331,59,50,41,50,44
Yuto Shimizu,yuto_shimizu@example.com,F,21,1512,51,51,58,48,58
Yuto Shimizu,yuto_shimizu@example.com,F,19,1616,40,63,41,37,38
Yuto Shimizu,yuto_shimizu@example.com,F,25,2103,58,40,36,39,59
Yuto Shimizu,yuto_shimizu@example.com,F,22,2304,54,53,43,45,62
Yuto Shimizu,yuto_shimizu@example.com,F,22,2981,39,41,58,51,45
Yuto Shimizu,yuto_shimizu@example.com,M,21,3022,62,50,52,61,64
Yuto Shimizu,yuto_shimizu@example.com,F,23,3246,52,57,48,52,61
Yuto Shimizu,yuto_shimizu@example.com,F,22,3502,52,55,57,51,53
Yuto Shimizu,yuto_shimizu@example.com,F,18,3546,49,59,62,53,46
Yuto Shimizu,yuto_shimizu@example.com,F,19,3804,61,57,46,61,51
Yuto Shimizu,yuto_shimizu@example.com,F,18,5102,36,41,61,55,55
Yuto Shimizu,yuto_shimizu@example.com,F,19,5775,51,53,52,55,57
Yuto Shimizu,yuto_shimizu@example.com,F,22,5951,59,60,52,54,62
Yuto Shimizu,yuto_shimizu@example.com,F,24,5991,51,45,35,53,57
Aoi Watanabe,aoi_watanabe@example.com,F,18,1034,50,59,61,62,55
Aoi Watanabe,aoi_watanabe@example.com,F,24,3421,43,46,62,65,74
Aoi Watanabe,aoi_watanabe@example.com,F,21,3394,50,67,54,59,74
Aoi Watanabe,aoi_watanabe@example.com,M,25,3383,64,67,55,77,67
Aoi Watanabe,aoi_watanabe@example.com,F,24,3378,73,35,47,66,61
Aoi Watanabe,aoi_watanabe@example.com,F,21,3304,50,44,79,53,64
Aoi Watanabe,aoi_watanabe@example.com,F,19,3250,71,46,56,50,76
Aoi Watanabe,aoi_watanabe@example.com,F,23,3207,76,47,68,74,54
Aoi Watanabe,aoi_watanabe@example.com,F,24,3191,47,63,69,60,75
Aoi Watanabe,aoi_watanabe@example.com,F,24,3182,65,52,78,56,64
Aoi Watanabe,aoi_watanabe@example.com,F,20,3176,55,72,61,50,82
Aoi Watanabe,aoi_watanabe@example.com,F,19,3157,39,76,56,52,45
Aoi Watanabe,aoi_watanabe@example.com,F,25,3114,67,56,51,86,48
Aoi Watanabe,aoi_watanabe@example.com,F,24,3105,58,54,51,79,54
Aoi Watanabe,aoi_watanabe@example.com,F,22,3091,59,51,60,70,45
Aoi Watanabe,aoi_watanabe@example.com,F,22,3039,59,74,55,76,48
Aoi Watanabe,aoi_watanabe@example.com,F,20,3036,52,47,76,43,76
Aoi Watanabe,aoi_watanabe@example.com,M,18,2963,63,74,64,76,58
Aoi Watanabe,aoi_watanabe@example.com,F,19,2945,56,39,85,60,60
Aoi Watanabe,aoi_watanabe@example.com,F,22,2941,47,63,43,68,78
Aoi Watanabe,aoi_watanabe@example.com,F,25,2934,47,87,65,45,62
Aoi Watanabe,aoi_watanabe@example.com,F,20,2909,42,52,45,75,52
Aoi Watanabe,aoi_watanabe@example.com,F,18,2888,63,70,92,52,61
Aoi Watanabe,aoi_watanabe@example.com,F,22,2882,41,52,55,78,54
Aoi Watanabe,aoi_watanabe@example.com,F,25,2879,72,45,47,73,54
Aoi Watanabe,aoi_watanabe@example.com,F,24,2867,53,41,85,45,43
Aoi Watanabe,aoi_watanabe@example.com,F,25,2846,79,54,55,64,37
Aoi Watanabe,aoi_watanabe@example.com,F,24,2842,64,86,54,56,54
Aoi Watanabe,aoi_watanabe@example.com,M,23,2836,63,61,66,94,57
Aoi Watanabe,aoi_watanabe@example.com,F,21,2824,63,76,59,61,48
Aoi Watanabe,aoi_watanabe@example.com,F,24,2815,47,59,66,74,36
Aoi Watanabe,aoi_watanabe@example.com,F,22,2809,55,60,72,58,43
Aoi Watanabe,aoi_watanabe@example.com,F,20,2802,48,65,52,80,59
Aoi Watanabe,aoi_watanabe@example.com,F,24,2783,76,70,51,43,48
Aoi Watanabe,aoi_watanabe@example.com,F,25,2759,41,47,41,69,51
Aoi Watanabe,aoi_watanabe@example.com,F,19,2744,47,50,79,76,51
Aoi Watanabe,aoi_watanabe@example.com,F,25,2734,46,52,48,90,64
Aoi Watanabe,aoi_watanabe@example.com,F,25,2731,60,74,42,82,52
Aoi Watanabe,aoi_watanabe@example.com,F,23,2703,45,51,70,77,66
Aoi Watanabe,aoi_watanabe@example.com,M,21,2702,68,64,61,69,76
Aoi Watanabe,aoi_watanabe@example.com,F,20,2698,56,60,79,64,74
Aoi Watanabe,aoi_watanabe@example.com,F,18,2675,60,58,51,70,61
Aoi Watanabe,aoi_watanabe@example.com,F,19,2659,46,72,70,60,68
Aoi Watanabe,aoi_watanabe@example.com,F,21,2580,54,62,64,79,60
Aoi Watanabe,aoi_watanabe@example.com,F,20,2574,55,73,88,42,53
Aoi Watanabe,aoi_watanabe@example.com,F,18,2571,82,58,50,59,68
Aoi Watanabe,aoi_watanabe@example.com,F,23,2565,73,50,56,54,57
Aoi Watanabe,aoi_watanabe@example.com,F,21,2548,81,52,59,47,67
Aoi Watanabe,aoi_watanabe@example.com,F,18,2531,44,61,69,47,50
Aoi Watanabe,aoi_watanabe@example.com,F,23,2488,53,68,42,49,80
Aoi Watanabe,aoi_watanabe@example.com,F,19,2479,74,64,73,67,57
Aoi Watanabe,aoi_watanabe@example.com,F,25,2468,69,52,35,68,44
Aoi Watanabe,aoi_watanabe@example.com,M,25,2427,58,63,72,70,68
Aoi Watanabe,aoi_watanabe@example.com,F,18,2418,66,43,41,64,60
Haruto Suzuki,haruto_suzuki@example.com,F,24,3270,58,80,70,46,50
Haruto Suzuki,haruto_suzuki@example.com,F,20,3273,54,79,51,56,60
Haruto Suzuki,haruto_suzuki@example.com,F,19,3279,67,73,40,68,50
Haruto Suzuki,haruto_suzuki@example.com,F,18,3281,47,64,83,44,51
Haruto Suzuki,haruto_suzuki@example.com,F,23,3328,61,58,89,58,52
Haruto Suzuki,haruto_suzuki@example.com,F,19,3344,72,59,49,44,80
Haruto Suzuki,haruto_suzuki@example.com,F,24,3346,36,67,40,57,51
Haruto Suzuki,haruto_suzuki@example.com,F,25,3359,52,81,62,39,44
Haruto Suzuki,haruto_suzuki@example.com,F,21,3372,50,61,60,77,40
Haruto Suzuki,haruto_suzuki@example.com,F,25,3405,39,45,42,40,87
Haruto Suzuki,haruto_suzuki@example.com,F,24,3414,46,78,75,43,59
Haruto Suzuki,haruto_suzuki@example.com,M,22,3429,50,99,59,60,61
Haruto Suzuki,haruto_suzuki@example.com,M,20,3453,80,53,78,62,59
Haruto Suzuki,haruto_suzuki@example.com,F,20,3525,50,66,72,60,44
Haruto Suzuki,haruto_suzuki@example.com,M,22,1044,50,54,53,59,94
Haruto Suzuki,haruto_suzuki@example.com,F,24,3567,60,58,82,80,53
Haruto Suzuki,haruto_suzuki@example.com,F,18,3590,56,69,55,53,56
Haruto Suzuki,haruto_suzuki@example.com,M,25,3604,57,62,95,54,68
Haruto Suzuki,haruto_suzuki@example.com,M,20,3605,60,53,53,55,99
Haruto Suzuki,haruto_suzuki@example.com,F,20,3673,73,69,46,54,53
Haruto Suzuki,haruto_suzuki@example.com,F,22,3715,69,47,86,48,56
Haruto Suzuki,haruto_suzuki@example.com,M,18,3718,57,66,84,60,66
Haruto Suzuki,haruto_suzuki@example.com,F,19,3724,50,53,64,45,78
Haruto Suzuki,haruto_suzuki@example.com,F,23,3734,53,69,45,75,50
Haruto Suzuki,haruto_suzuki@example.com,F,24,3736,49,48,39,52,78
Haruto Suzuki,haruto_suzuki@example.com,F,20,3743,46,63,47,45,82
Haruto Suzuki,haruto_suzuki@example.com,F,23,3764,48,64,38,93,67
Haruto Suzuki,haruto_suzuki@example.com,F,23,3785,65,56,51,65,49
Haruto Suzuki,haruto_suzuki@example.com,F,25,3810,49,54,54,79,66
Haruto Suzuki,haruto_suzuki@example.com,F,20,3842,40,46,58,63,82
Haruto Suzuki,haruto_suzuki@example.com,F,18,3895,76,42,41,48,60
Haruto Suzuki,haruto_suzuki@example.com,F,25,3905,65,50,56,92,58
Haruto Suzuki,haruto_suzuki@example.com,M,23,3925,70,63,90,56,50
Haruto Suzuki,haruto_suzuki@example.com,M,24,3930,76,54,51,69,50
Haruto Suzuki,haruto_suzuki@example.com,M,18,3950,65,64,53,62,79
Haruto Suzuki,haruto_suzuki@example.com,F,22,3963,41,62,67,58,50
Haruto Suzuki,haruto_suzuki@example.com,F,23,5904,35,45,75,37,43
Haruto Suzuki,haruto_suzuki@example.com,F,23,3967,61,41,60,64,68
Haruto Suzuki,haruto_suzuki@example.com,M,23,3983,60,62,57,65,72
Haruto Suzuki,haruto_suzuki@example.com,F,25,3993,63,82,72,62,51
Haruto Suzuki,haruto_suzuki@example.com,F,21,4003,61,51,49,72,52
Haruto Suzuki,haruto_suzuki@example.com,F,21,4015,68,55,65,56,54
Haruto Suzuki,haruto_suzuki@example.com,F,22,4037,67,72,42,66,38
Haruto Suzuki,haruto_suzuki@example.com,F,21,4040,52,38,68,65,69
Haruto Suzuki,haruto_suzuki@example.com,F,24,4051,57,61,54,75,61
Haruto Suzuki,haruto_suzuki@example.com,M,24,4062,66,62,63,81,67
Haruto Suzuki,haruto_suzuki@example.com,F,22,4066,60,93,55,61,44
Haruto Suzuki,haruto_suzuki@example.com,F,24,1053,62,58,85,48,51
Haruto Suzuki,haruto_suzuki@example.com,F,19,4099,56,52,62,88,70
Haruto Suzuki,haruto_suzuki@example.com,F,18,4149,75,51,49,61,59
Haruto Suzuki,haruto_suzuki@example.com,M,21,4152,58,62,94,71,52
Haruto Suzuki,haruto_suzuki@example.com,M,23,4154,64,82,52,73,62
Haruto Suzuki,haruto_suzuki@example.com,F,22,4176,40,81,44,43,39
Haruto Suzuki,haruto_suzuki@example.com,F,20,4183,61,51,71,57,72
Haruto Suzuki,haruto_suzuki@example.com,F,24,4197,57,69,71,72,41
Haruto Suzuki,haruto_suzuki@example.com,F,22,4199,65,43,52,70,46
Haruto Suzuki,haruto_suzuki@example.com,M,22,4205,62,52,54,88,64
Haruto Suzuki,haruto_suzuki@example.com,M,20,4229,61,51,70,82,59
Haruto Suzuki,haruto_suzuki@example.com,F,22,4268,48,54,79,57,62
Haruto Suzuki,haruto_suzuki@example.com,F,19,4270,65,65,56,89,44
Haruto Suzuki,haruto_suzuki@example.com,F,24,4309,51,47,72,49,69
Haruto Suzuki,haruto_suzuki@example.com,M,24,4361,71,68,53,70,56
Haruto Suzuki,haruto_suzuki@example.com,F,23,4382,61,61,63,77,69
Haruto Suzuki,haruto_suzuki@example.com,F,23,4407,55,91,44,65,43
Haruto Suzuki,haruto_suzuki@example.com,F,25,4442,60,57,65,51,57
Haruto Suzuki,haruto_suzuki@example.com,F,23,4454,75,58,67,62,62
Haruto Suzuki,haruto_suzuki@example.com,F,20,4457,37,37,64,44,73
Haruto Suzuki,haruto_suzuki@example.com,F,21,4468,38,63,52,75,58
Haruto Suzuki,haruto_suzuki@example.com,F,25,4493,48,50,70,64,86
Haruto Suzuki,haruto_suzuki@example.com,M,24,4510,83,55,58,62,56
Haruto Suzuki,haruto_suzuki@example.com,F,18,4544,74,46,61,78,63
Haruto Suzuki,haruto_suzuki@example.com,F,18,4546,48,73,46,40,76
Haruto Suzuki,haruto_suzuki@example.com,F,25,4559,71,45,54,47,53
Haruto Suzuki,haruto_suzuki@example.com,F,19,4561,86,43,50,53,47
Haruto Suzuki,haruto_suzuki@example.com,F,20,4565,70,66,66,42,52
Haruto Suzuki,haruto_suzuki@example.com,F,25,4566,47,59,66,54,89
Haruto Suzuki,haruto_suzuki@example.com,F,24,4588,50,51,74,77,46
Haruto Suzuki,haruto_suzuki@example.com,F,19,4611,61,55,49,87,62
Haruto Suzuki,haruto_suzuki@example.com,F,23,4628,57,44,66,68,59
Haruto Suzuki,haruto_suzuki@example.com,F,20,4684,41,48,67,52,49
Haruto Suzuki,haruto_suzuki@example.com,F,22,4706,41,76,39,80,45
Haruto Suzuki,haruto_suzuki@example.com,M,24,4750,59,65,60,55,59
Haruto Suzuki,haruto_suzuki@example.com,F,18,4772,83,51,71,50,56
Haruto Suzuki,haruto_suzuki@example.com,F,23,4789,50,42,86,61,62
Haruto Suzuki,haruto_suzuki@example.com,F,18,4826,54,80,36,52,70
Haruto Suzuki,haruto_suzuki@example.com,F,20,4856,74,49,86,54,63
Haruto Suzuki,haruto_suzuki@example.com,M,23,4858,50,62,65,61,60
Haruto Suzuki,haruto_suzuki@example.com,F,18,4859,55,62,46,75,57
Haruto Suzuki,haruto_suzuki@example.com,F,24,4905,41,62,36,52,75
Haruto Suzuki,haruto_suzuki@example.com,F,18,4921,69,67,36,64,51
Haruto Suzuki,haruto_suzuki@example.com,F,21,4929,60,51,59,52,69
Haruto Suzuki,haruto_suzuki@example.com,F,22,4952,46,58,68,86,64
Haruto Suzuki,haruto_suzuki@example.com,F,19,4960,57,77,49,40,58
Haruto Suzuki,haruto_suzuki@example.com,F,23,4976,44,57,52,77,73
Haruto Suzuki,haruto_suzuki@example.com,F,18,4991,81,62,46,57,53
Haruto Suzuki,haruto_suzuki@example.com,F,18,5017,77,51,49,44,60
Haruto Suzuki,haruto_suzuki@example.com,F,19,5042,60,64,71,85,44
Haruto Suzuki,haruto_suzuki@example.com,F,23,5046,55,71,56,54,79
Haruto Suzuki,haruto_suzuki@example.com,F,24,5054,63,44,62,76,57
Haruto Suzuki,haruto_suzuki@example.com,F,18,5086,45,74,67,67,56
Haruto Suzuki,haruto_suzuki@example.com,F,21,5097,53,60,72,44,73
Haruto Suzuki,haruto_suzuki@example.com,M,21,5138,64,100,57,52,55
Haruto Suzuki,haruto_suzuki@example.com,F,22,5144,46,61,52,48,67
Haruto Suzuki,haruto_suzuki@example.com,F,19,5174,53,42,88,54,52
Haruto Suzuki,haruto_suzuki@example.com,F,19,5176,79,57,80,45,63
Haruto Suzuki,haruto_suzuki@example.com,F,21,5179,47,69,51,77,58
Haruto Suzuki,haruto_suzuki@example.com,F,20,5212,43,73,56,77,45
Haruto Suzuki,haruto_suzuki@example.com,M,22,5215,62,56,75,84,51
Haruto Suzuki,haruto_suzuki@example.com,F,19,5253,51,76,59,67,44
Haruto Suzuki,haruto_suzuki@example.com,F,19,5257,58,42,80,37,74
Haruto Suzuki,haruto_suzuki@example.com,F,23,5304,58,71,36,72,61
Haruto Suzuki,haruto_suzuki@example.com,M,24,5414,50,61,57,81,64
Haruto Suzuki,haruto_suzuki@example.com,F,23,5420,48,64,54,57,81
Haruto Suzuki,haruto_suzuki@example.com,F,21,5451,58,66,77,54,57
Haruto Suzuki,haruto_suzuki@example.com,F,23,5459,46,59,45,79,72
Haruto Suzuki,haruto_suzuki@example.com,M,24,5499,62,57,57,54,92
Haruto Suzuki,haruto_suzuki@example.com,M,24,5501,72,52,83,53,58
Haruto Suzuki,haruto_suzuki@example.com,F,20,5524,74,49,48,61,47
Haruto Suzuki,haruto_suzuki@example.com,F,25,5540,49,54,86,48,62
Haruto Suzuki,haruto_suzuki@example.com,F,18,5545,45,76,51,47,54
Haruto Suzuki,haruto_suzuki@example.com,F,23,5546,67,52,73,50,53
Haruto Suzuki,haruto_suzuki@example.com,F,21,5566,84,63,50,41,54
Haruto Suzuki,haruto_suzuki@example.com,F,20,5623,44,71,69,42,43
Haruto Suzuki,haruto_suzuki@example.com,F,23,5838,56,83,55,50,42
Haruto Suzuki,haruto_suzuki@example.com,F,25,5670,52,76,69,44,58
Haruto Suzuki,haruto_suzuki@example.com,F,22,5700,48,74,47,81,45
Haruto Suzuki,haruto_suzuki@example.com,F,21,5701,73,45,86,47,52
Haruto Suzuki,haruto_suzuki@example.com,M,24,5709,71,51,80,52,56
Haruto Suzuki,haruto_suzuki@example.com,F,25,5718,54,65,73,56,71
Haruto Suzuki,haruto_suzuki@example.com,F,22,5731,64,67,69,65,55
Haruto Suzuki,haruto_suzuki@example.com,F,20,5732,58,66,61,81,40
Haruto Suzuki,haruto_suzuki@example.com,F,21,5800,62,62,62,74,79
Haruto Suzuki,haruto_suzuki@example.com,F,23,1345,71,45,48,49,61
Haruto Suzuki,haruto_suzuki@example.com,F,23,1350,45,45,38,61,70
Haruto Suzuki,haruto_suzuki@example.com,M,22,1353,67,62,50,83,57
Haruto Suzuki,haruto_suzuki@example.com,M,25,1378,51,76,72,58,66
Haruto Suzuki,haruto_suzuki@example.com,F,21,5970,45,85,46,67,57
Haruto Suzuki,haruto_suzuki@example.com,M,24,1380,60,66,50,50,51
Haruto Suzuki,haruto_suzuki@example.com,F,21,1428,58,75,55,54,71
Haruto Suzuki,haruto_suzuki@example.com,F,21,1462,64,46,51,54,83
Haruto Suzuki,haruto_suzuki@example.com,F,20,1479,45,62,51,78,64
Haruto Suzuki,haruto_suzuki@example.com,F,24,1500,52,40,71,45,53
Haruto Suzuki,haruto_suzuki@example.com,F,19,1520,50,46,80,47,60
Haruto Suzuki,haruto_suzuki@example.com,F,25,1562,77,68,42,55,46
Haruto Suzuki,haruto_suzuki@example.com,F,19,1609,51,56,86,45,67
Haruto Suzuki,haruto_suzuki@example.com,F,21,1013,77,63,64,65,55
Haruto Suzuki,haruto_suzuki@example.com,F,19,1619,69,47,68,52,60
Haruto Suzuki,haruto_suzuki@example.com,F,22,1624,58,60,75,86,57
Haruto Suzuki,haruto_suzuki@example.com,F,25,1636,45,81,47,48,45
Haruto Suzuki,haruto_suzuki@example.com,F,21,1657,59,43,45,62,84
Haruto Suzuki,haruto_suzuki@example.com,F,18,1682,62,65,62,78,59
Haruto Suzuki,haruto_suzuki@example.com,M,19,1684,60,66,76,78,57
Haruto Suzuki,haruto_suzuki@example.com,M,20,1696,63,51,57,91,64
Haruto Suzuki,haruto_suzuki@example.com,F,25,1715,46,63,38,65,72
Haruto Suzuki,haruto_suzuki@example.com,F,21,1716,68,77,54,53,58
Haruto Suzuki,haruto_suzuki@example.com,F,20,1763,57,58,61,58,67
Haruto Suzuki,haruto_suzuki@example.com,M,25,1781,65,66,52,66,51
Haruto Suzuki,haruto_suzuki@example.com,M,22,1898,66,53,60,53,69
Haruto Suzuki,haruto_suzuki@example.com,F,20,5961,41,44,56,67,53
Haruto Suzuki,haruto_suzuki@example.com,F,22,1920,73,71,65,53,44
Haruto Suzuki,haruto_suzuki@example.com,M,24,1934,67,56,63,50,75
Haruto Suzuki,haruto_suzuki@example.com,F,19,1942,48,43,61,86,44
Haruto Suzuki,haruto_suzuki@example.com,F,19,1962,49,65,55,61,63
Haruto Suzuki,haruto_suzuki@example.com,F,18,1966,49,48,73,84,45
Haruto Suzuki,haruto_suzuki@example.com,M,25,1972,51,59,82,67,54
Haruto Suzuki,haruto_suzuki@example.com,F,25,1988,52,52,76,70,67
Haruto Suzuki,haruto_suzuki@example.com,F,19,2014,42,70,55,78,38
Haruto Suzuki,haruto_suzuki@example.com,F,21,2015,45,57,66,45,73
Haruto Suzuki,haruto_suzuki@example.com,M,20,5960,66,59,62,71,74
Haruto Suzuki,haruto_suzuki@example.com,F,21,2054,75,49,52,50,62
Haruto Suzuki,haruto_suzuki@example.com,F,24,2099,74,55,85,45,60
Haruto Suzuki,haruto_suzuki@example.com,F,22,2123,62,52,53,49,89
Haruto Suzuki,haruto_suzuki@example.com,F,25,2214,52,64,52,69,42
Haruto Suzuki,haruto_suzuki@example.com,F,25,2220,46,56,79,57,66
Haruto Suzuki,haruto_suzuki@example.com,F,24,2245,46,56,83,62,67
Haruto Suzuki,haruto_suzuki@example.com,F,22,2246,78,66,58,56,65
Haruto Suzuki,haruto_suzuki@example.com,F,18,2271,60,65,35,81,47
Haruto Suzuki,haruto_suzuki@example.com,M,20,2322,84,55,53,59,67
Haruto Suzuki,haruto_suzuki@example.com,M,23,1088,64,59,65,95,62
Haruto Suzuki,haruto_suzuki@example.com,F,22,1098,55,75,51,75,64
Haruto Suzuki,haruto_suzuki@example.com,F,22,1163,76,48,69,59,43
Haruto Suzuki,haruto_suzuki@example.com,M,23,1180,55,77,58,50,57
Haruto Suzuki,haruto_suzuki@example.com,F,20,1181,53,60,59,69,88
Haruto Suzuki,haruto_suzuki@example.com,F,25,1192,54,59,50,50,72
Haruto Suzuki,haruto_suzuki@example.com,F,24,1204,60,64,92,64,50
Haruto Suzuki,haruto_suzuki@example.com,F,23,1233,72,76,64,50,60
Haruto Suzuki,haruto_suzuki@example.com,F,19,1242,65,72,54,73,51
Haruto Suzuki,haruto_suzuki@example.com,F,20,1268,49,67,49,70,51
Haruto Suzuki,haruto_suzuki@example.com,F,19,1273,58,60,58,50,78
Haruto Suzuki,haruto_suzuki@example.com,F,21,1320,51,45,70,78,46
Yuto Shimizu,yuto_shimizu@example.com,F,21,1097,41,50,52,81,51
Yuto Shimizu,yuto_shimizu@example.com,F,19,2927,37,88,44,41,41
Yuto Shimizu,yuto_shimizu@example.com,F,19,2898,45,49,53,50,72
Yuto Shimizu,yuto_shimizu@example.com,F,19,2851,71,64,47,52,80
Kaito Ito,kaito_ito@example.com,F,20,2356,40,93,37,56,49
Kaito Ito,kaito_ito@example.com,F,25,2358,65,66,49,53,75
Kaito Ito,kaito_ito@example.com,F,23,2370,43,42,62,48,87
Kaito Ito,kaito_ito@example.com,F,25,2373,45,56,48,84,56
Kaito Ito,kaito_ito@example.com,F,22,2379,36,59,64,67,42
Kaito Ito,kaito_ito@example.com,F,20,2394,74,37,49,40,45
Kaito Ito,kaito_ito@example.com,F,21,2480,60,41,72,61,55
Kaito Ito,kaito_ito@example.com,F,25,2490,37,59,74,46,41
Kaito Ito,kaito_ito@example.com,F,24,2551,49,88,46,64,51
Kaito Ito,kaito_ito@example.com,F,18,2584,46,63,53,71,76
Kaito Ito,kaito_ito@example.com,F,21,2595,65,54,45,63,89
Kaito Ito,kaito_ito@example.com,F,23,2605,51,48,70,69,56
Kaito Ito,kaito_ito@example.com,F,23,2625,71,77,57,42,57
Kaito Ito,kaito_ito@example.com,M,24,2649,59,61,63,87,55
Kaito Ito,kaito_ito@example.com,F,22,2658,77,54,46,70,47
Kaito Ito,kaito_ito@example.com,F,23,2663,76,43,44,69,44
Kaito Ito,kaito_ito@example.com,F,19,2686,51,66,88,60,49
Kaito Ito,kaito_ito@example.com,F,24,2739,76,59,59,44,55
Kaito Ito,kaito_ito@example.com,F,20,5921,86,62,66,40,48
Kaito Ito,kaito_ito@example.com,F,22,2791,40,67,70,75,41
Kaito Ito,kaito_ito@example.com,F,18,2838,65,47,75,56,53
Kaito Ito,kaito_ito@example.com,F,18,2907,47,66,77,58,65
Kaito Ito,kaito_ito@example.com,F,20,2928,43,57,67,79,59
Kaito Ito,kaito_ito@example.com,F,22,2946,44,49,74,48,61
Kaito Ito,kaito_ito@example.com,F,23,2955,45,79,65,47,58
